image_id,filename,disease_label,disease_code,relative_path,full_path,file_size_kb,img_format,image_hash,split
TUN013,IMG_0706.jpg,tungro,3,tungro\IMG_0706.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0706.jpg,55.3,.jpg,25371cdf8622bf30,train
TUN014,IMG_0714.jpg,tungro,3,tungro\IMG_0714.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0714.jpg,46.0,.jpg,2a7ce338358d6977,train
TUN015,IMG_0715.jpg,tungro,3,tungro\IMG_0715.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0715.jpg,49.8,.jpg,b5bdb0742eb37f4b,test
TUN016,IMG_0823.jpg,tungro,3,tungro\IMG_0823.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0823.jpg,51.0,.jpg,2f357b2202837bfe,test
TUN017,IMG_0824.jpg,tungro,3,tungro\IMG_0824.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0824.jpg,75.0,.jpg,48cb9195f6627566,train
TUN018,IMG_0825.jpg,tungro,3,tungro\IMG_0825.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0825.jpg,63.6,.jpg,addf2b1df3a0850b,train
TUN019,IMG_0826.jpg,tungro,3,tungro\IMG_0826.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0826.jpg,36.7,.jpg,8117d7c6682cb1b9,train
TUN020,IMG_0827.jpg,tungro,3,tungro\IMG_0827.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0827.jpg,42.1,.jpg,95289865c68d2e54,test
TUN021,IMG_0832.jpg,tungro,3,tungro\IMG_0832.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0832.jpg,64.7,.jpg,3d82bdc33b76fdcf,val
TUN022,IMG_0833.jpg,tungro,3,tungro\IMG_0833.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0833.jpg,61.9,.jpg,89177a8683e9695c,val
TUN023,IMG_0836.jpg,tungro,3,tungro\IMG_0836.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0836.jpg,62.5,.jpg,4781e54e2ad7cbea,train
TUN024,IMG_0844.jpg,tungro,3,tungro\IMG_0844.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0844.jpg,54.1,.jpg,771b03f15349b7cd,train
TUN025,IMG_0845.jpg,tungro,3,tungro\IMG_0845.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0845.jpg,72.3,.jpg,27e5e8d578f3802b,val
TUN026,IMG_0846.jpg,tungro,3,tungro\IMG_0846.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0846.jpg,55.5,.jpg,232834720d9d7756,train
TUN027,IMG_0847.jpg,tungro,3,tungro\IMG_0847.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0847.jpg,65.9,.jpg,e2023d11620aac12,train
TUN028,IMG_0848.jpg,tungro,3,tungro\IMG_0848.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0848.jpg,64.9,.jpg,17ece4d0d5de26c5,test
TUN029,IMG_0849.jpg,tungro,3,tungro\IMG_0849.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0849.jpg,63.6,.jpg,da9c736c44da1e75,train
TUN030,IMG_0850.jpg,tungro,3,tungro\IMG_0850.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0850.jpg,53.7,.jpg,17af08f57fd39cc8,train
TUN031,IMG_0851.jpg,tungro,3,tungro\IMG_0851.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0851.jpg,59.0,.jpg,b77673b6a59e307b,val
TUN032,IMG_0852.jpg,tungro,3,tungro\IMG_0852.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0852.jpg,67.1,.jpg,9152388033eb46f5,train
TUN033,IMG_0853.jpg,tungro,3,tungro\IMG_0853.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0853.jpg,76.7,.jpg,556032c2bc3072a3,train
TUN034,IMG_0854.jpg,tungro,3,tungro\IMG_0854.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0854.jpg,88.3,.jpg,9cfa436edd30e1c8,test
TUN035,IMG_0855.jpg,tungro,3,tungro\IMG_0855.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0855.jpg,66.3,.jpg,6f78b03089c39f73,train
TUN036,IMG_0857.jpg,tungro,3,tungro\IMG_0857.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0857.jpg,68.3,.jpg,5a9cb65a5102e1f9,train
TUN037,IMG_0858.jpg,tungro,3,tungro\IMG_0858.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0858.jpg,89.5,.jpg,8d036bff6796279b,train
TUN038,IMG_0859.jpg,tungro,3,tungro\IMG_0859.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0859.jpg,133.9,.jpg,dfe66fe592515eca,train
TUN039,IMG_0860.jpg,tungro,3,tungro\IMG_0860.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0860.jpg,86.9,.jpg,9c476f0ef502383f,train
TUN040,IMG_0861.jpg,tungro,3,tungro\IMG_0861.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0861.jpg,76.3,.jpg,3583220535b4c730,train
TUN041,IMG_0864.jpg,tungro,3,tungro\IMG_0864.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0864.jpg,43.4,.jpg,386914393e231c52,train
TUN042,IMG_0865.jpg,tungro,3,tungro\IMG_0865.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0865.jpg,91.1,.jpg,040292ce8ab2dc03,train
TUN043,IMG_0866.jpg,tungro,3,tungro\IMG_0866.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0866.jpg,67.3,.jpg,408e12e1a7e4141d,train
TUN044,IMG_0867.jpg,tungro,3,tungro\IMG_0867.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0867.jpg,61.9,.jpg,a2ec8575a9e38294,train
TUN045,IMG_0868.jpg,tungro,3,tungro\IMG_0868.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0868.jpg,110.7,.jpg,a7e0e26a50bd60a6,train
TUN046,IMG_0869.jpg,tungro,3,tungro\IMG_0869.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0869.jpg,52.7,.jpg,5326894010049b9b,test
TUN047,IMG_0872.jpg,tungro,3,tungro\IMG_0872.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0872.jpg,77.7,.jpg,be82134280b6ba8e,val
TUN048,IMG_0876.jpg,tungro,3,tungro\IMG_0876.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0876.jpg,133.5,.jpg,a3612095e264f754,train
TUN049,IMG_0878.jpg,tungro,3,tungro\IMG_0878.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0878.jpg,185.4,.jpg,03111b194e2e4dca,train
TUN050,IMG_0879.jpg,tungro,3,tungro\IMG_0879.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0879.jpg,149.7,.jpg,0e8ec22939eeb8ed,train
TUN051,IMG_0880.jpg,tungro,3,tungro\IMG_0880.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0880.jpg,54.2,.jpg,b5092cb7e0c33c76,train
TUN052,IMG_0881.jpg,tungro,3,tungro\IMG_0881.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0881.jpg,61.7,.jpg,17faec60e326b5b7,train
TUN053,IMG_0882.jpg,tungro,3,tungro\IMG_0882.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0882.jpg,89.0,.jpg,ffc5c931cf287bb4,train
TUN054,IMG_0883.jpg,tungro,3,tungro\IMG_0883.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0883.jpg,120.9,.jpg,80c165204466b607,train
TUN055,IMG_0885.jpg,tungro,3,tungro\IMG_0885.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0885.jpg,85.6,.jpg,74e534f1912fa798,train
TUN056,IMG_0886.jpg,tungro,3,tungro\IMG_0886.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0886.jpg,70.8,.jpg,9f493f5346ae36e6,train
TUN057,IMG_0887.jpg,tungro,3,tungro\IMG_0887.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0887.jpg,81.0,.jpg,bd472a0b38f4878c,train
TUN058,IMG_0888.jpg,tungro,3,tungro\IMG_0888.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0888.jpg,45.5,.jpg,7e189ed5acb82473,train
TUN059,IMG_0889.jpg,tungro,3,tungro\IMG_0889.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0889.jpg,89.6,.jpg,397bb10eb4f57836,train
TUN060,IMG_0890.jpg,tungro,3,tungro\IMG_0890.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0890.jpg,42.9,.jpg,56cebcda87587510,val
TUN061,IMG_0891.jpg,tungro,3,tungro\IMG_0891.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0891.jpg,81.1,.jpg,591cacf29454f8f1,test
TUN062,IMG_0895.jpg,tungro,3,tungro\IMG_0895.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0895.jpg,45.8,.jpg,ee27270104366ad2,train
TUN063,IMG_0896.jpg,tungro,3,tungro\IMG_0896.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0896.jpg,57.1,.jpg,65873eb3a75bf59e,val
TUN064,IMG_0897.jpg,tungro,3,tungro\IMG_0897.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0897.jpg,67.9,.jpg,c6dd190a904a7911,train
TUN065,IMG_0898.jpg,tungro,3,tungro\IMG_0898.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0898.jpg,73.6,.jpg,f35d156b54134907,train
TUN066,IMG_0899.jpg,tungro,3,tungro\IMG_0899.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0899.jpg,65.9,.jpg,5e06ef3bee063e23,train
TUN067,IMG_0900.jpg,tungro,3,tungro\IMG_0900.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0900.jpg,78.6,.jpg,a192c917491ede2e,train
TUN068,IMG_0901.jpg,tungro,3,tungro\IMG_0901.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0901.jpg,69.7,.jpg,0fbaf891c4fa0b6e,val
TUN069,IMG_0902.jpg,tungro,3,tungro\IMG_0902.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0902.jpg,64.2,.jpg,bab04971e6588b48,train
TUN070,IMG_0903.jpg,tungro,3,tungro\IMG_0903.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0903.jpg,60.2,.jpg,80bde03d8e3ef7a3,val
TUN071,IMG_0904.jpg,tungro,3,tungro\IMG_0904.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0904.jpg,70.4,.jpg,0adf68e62a0f2926,val
TUN072,IMG_0906.jpg,tungro,3,tungro\IMG_0906.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0906.jpg,42.8,.jpg,dc77e342bcf8adbc,train
TUN073,IMG_0907.jpg,tungro,3,tungro\IMG_0907.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0907.jpg,60.2,.jpg,f5312d4795c10301,train
TUN074,IMG_0911.jpg,tungro,3,tungro\IMG_0911.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0911.jpg,94.6,.jpg,cbdc0e2fa2b5c4a0,train
TUN075,IMG_0912.jpg,tungro,3,tungro\IMG_0912.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0912.jpg,58.1,.jpg,456e08fc718a52f1,train
TUN076,IMG_0913.jpg,tungro,3,tungro\IMG_0913.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0913.jpg,78.7,.jpg,d720a78f82c568f4,val
TUN077,IMG_0916.jpg,tungro,3,tungro\IMG_0916.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0916.jpg,38.5,.jpg,fb4492c398112675,train
TUN078,IMG_0917.jpg,tungro,3,tungro\IMG_0917.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0917.jpg,36.7,.jpg,5ced1d1dc5f4421b,train
TUN079,IMG_0923.jpg,tungro,3,tungro\IMG_0923.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0923.jpg,196.0,.jpg,f247252bbdda8ba6,train
TUN080,IMG_1028.jpg,tungro,3,tungro\IMG_1028.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_1028.jpg,127.4,.jpg,a5661f152e0b0206,test
